[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,taxation,redistribution,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth,avg-diff
285,130,110,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0316648091125267,0,133.307225,52060,-1.42
286,130,120,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0314070961696982,0,137.088775,55206,-1.625
287,130,130,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0316648091125267,0,133.307225,52060,-1.42
288,130,140,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0316648091125267,0,133.307225,52060,-1.42
289,130,150,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0316648091125267,0,133.307225,52060,-1.42
290,130,160,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0316648091125267,0,133.307225,52060,-1.42
291,130,170,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0316648091125267,0,133.307225,52060,-1.42
292,130,180,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0316648091125267,0,133.307225,52060,-1.42
293,130,190,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0316648091125267,0,133.307225,52060,-1.42
294,130,200,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0316648091125267,0,133.307225,52060,-1.42
295,140,0,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0501883122562342,26,81.0217,32566,-1.205
296,140,10,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0468350044071612,0,86.808225,35044,-1.315
297,140,20,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0430766082114112,0,92.7526000000001,36907,-1.105
298,140,30,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0411530068161644,0,94.556775,38148,-1.14
299,140,40,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.039250429651444,0,101.64335,39977,-1.12
300,140,50,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0365276715490135,0,104.997275,43045,-1.495
301,140,60,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0359456998836473,0,112.34595,43862,-1.585
302,140,70,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0352579674385496,0,116.8287,46484,-1.255
303,140,80,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0330846501969308,0,120.932425,48472,-1.345
304,140,90,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0325153620630499,0,128.349525,51800,-1.795
305,140,100,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0327274776612113,0,135.37065,54457,-1.875
306,140,110,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0316457208036694,0,137.467125,54950,-2.04
307,140,120,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0304877455750871,0,147.428,56636,-1.905
308,140,130,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0307318909967288,0,147.6523,59316,-1.63
309,140,140,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0304877455750871,0,147.428,56636,-1.905
310,140,150,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0304877455750871,0,147.428,56636,-1.905
311,140,160,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0304877455750871,0,147.428,56636,-1.905
312,140,170,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0304877455750871,0,147.428,56636,-1.905
313,140,180,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0304877455750871,0,147.428,56636,-1.905
314,140,190,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0304877455750871,0,147.428,56636,-1.905
315,140,200,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0304877455750871,0,147.428,56636,-1.905
316,150,0,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0493555672908557,15,89.82745,37387,-1.305
317,150,10,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0448113832239624,0,92.8038,37105,-1.175
318,150,20,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0464989802755733,0,94.450475,37524,-1.455
319,150,30,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0393269291695346,0,103.692475,41597,-1.33
320,150,40,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0393080492106071,0,108.416625,43057,-1.54
321,150,50,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0385801927257655,0,109.9228,44132,-1.535
322,150,60,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0355362634270818,0,116.327825,47592,-1.705
323,150,70,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0337479578318889,0,122.074275,49982,-1.45
324,150,80,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.034927656411264,0,129.605875,51978,-1.585
325,150,90,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0318074902511309,0,132.9841,53071,-1.855
326,150,100,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0310357303860466,0,139.511925,54959,-1.83
327,150,110,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.030243339526797,0,143.302075,57535,-1.73
328,150,120,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0320667109994071,0,149.0978,57060,-2.24
329,150,130,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0290004396839486,0,153.06245,61314,-1.45
330,150,140,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0299883601601292,0,160.953375,64127,-1.785
