[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,taxation,redistribution,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth,avg-diff
131,60,40,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0607086359602983,0,62.796575,26790,-1.345
132,60,50,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.057214638089925,0,64.96835,26745,-1.64
133,60,60,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0607086359602983,0,62.796575,26790,-1.345
134,60,70,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0607086359602983,0,62.796575,26790,-1.345
135,60,80,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0607086359602983,0,62.796575,26790,-1.345
136,60,90,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0607086359602983,0,62.796575,26790,-1.345
137,60,100,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0607086359602983,0,62.796575,26790,-1.345
138,60,110,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0607086359602983,0,62.796575,26790,-1.345
139,60,120,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0607086359602983,0,62.796575,26790,-1.345
140,60,130,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0607086359602983,0,62.796575,26790,-1.345
141,60,140,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0607086359602983,0,62.796575,26790,-1.345
142,60,150,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0607086359602983,0,62.796575,26790,-1.345
143,60,160,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0607086359602983,0,62.796575,26790,-1.345
144,60,170,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0607086359602983,0,62.796575,26790,-1.345
145,60,180,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0607086359602983,0,62.796575,26790,-1.345
146,60,190,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0607086359602983,0,62.796575,26790,-1.345
147,60,200,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0607086359602983,0,62.796575,26790,-1.345
148,70,0,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0655981936152588,44,46.85675,19094,-1.18
149,70,10,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0664967479170161,0,50.614775,21151,-1.385
150,70,20,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0638591079136669,0,56.0163,23016,-1.725
151,70,30,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0584387548512214,0,63.05715,23824,-1.445
152,70,40,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0581654681799382,0,68.83975,27262,-1.785
153,70,50,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0507611208211872,0,74.353,29325,-1.2
154,70,60,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0520337772072338,0,77.347325,31132,-1.755
155,70,70,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0507611208211872,0,74.353,29325,-1.2
156,70,80,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0507611208211872,0,74.353,29325,-1.2
157,70,90,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0507611208211872,0,74.353,29325,-1.2
158,70,100,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0507611208211872,0,74.353,29325,-1.2
159,70,110,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0507611208211872,0,74.353,29325,-1.2
160,70,120,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0507611208211872,0,74.353,29325,-1.2
161,70,130,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0507611208211872,0,74.353,29325,-1.2
162,70,140,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0507611208211872,0,74.353,29325,-1.2
163,70,150,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0507611208211872,0,74.353,29325,-1.2
164,70,160,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0507611208211872,0,74.353,29325,-1.2
165,70,170,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0507611208211872,0,74.353,29325,-1.2
166,70,180,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0507611208211872,0,74.353,29325,-1.2
167,70,190,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0507611208211872,0,74.353,29325,-1.2
168,70,200,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0507611208211872,0,74.353,29325,-1.2
169,80,0,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0687788226454859,31,50.339025,20991,-1.515
170,80,10,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0650687697271043,0,55.951275,21472,-1.61
171,80,20,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0638745384677426,0,61.21025,24706,-1.715
172,80,30,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0654761769423444,0,68.42765,29626,-1.785
173,80,40,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0594561525806836,0,70.4348,27965,-1.37
174,80,50,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0563060702387606,0,78.03385,31163,-2.1
175,80,60,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0517668846563987,0,83.378075,32540,-1.75
176,80,70,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0514267043054258,0,87.833375,35491,-1.66
177,80,80,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0517668846563987,0,83.378075,32540,-1.75
178,80,90,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0517668846563987,0,83.378075,32540,-1.75
179,80,100,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0517668846563987,0,83.378075,32540,-1.75
180,80,110,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0517668846563987,0,83.378075,32540,-1.75
181,80,120,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0517668846563987,0,83.378075,32540,-1.75
182,80,130,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0517668846563987,0,83.378075,32540,-1.75
183,80,140,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0517668846563987,0,83.378075,32540,-1.75
184,80,150,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0517668846563987,0,83.378075,32540,-1.75
