maximum-sugar-endowment,minimum-sugar-endowment,taxation,redistribution,avg-gini,starvation,avg-wealth,total-wealth,avg-diff,etiqueta
88,11,dynamic-collection,linear,0.261313600741046,8446,13.670575,5415,1.400135,9.0
89,11,dynamic-collection,linear,0.260475823779552,8266,13.711395,5106,1.419655,9.0
90,11,linear-collection,uniform,0.263260018752206,16792,20.62995,8540,1.92669,1.0
91,11,linear-collection,poorest,0.258547404223293,691,15.89254,6000,1.678945,2.0
92,11,linear-collection,poorest,0.247532551470204,649,16.241735,6627,1.676025,2.0
93,11,dynamic-collection,linear,0.25752435021138,7814,14.05685,5707,1.45122,9.0
94,11,linear-collection,poorest,0.254367462781014,609,16.43964,6813,1.761215,2.0
95,11,linear-collection,poorest,0.252300888460971,586,16.331835,7460,1.75785,2.0
96,11,dynamic-collection,linear,0.260581271883391,7332,14.12884,6337,1.48831,9.0
97,11,linear-collection,poorest,0.23147536781548,588,17.08494,6037,1.799095,2.0
98,11,dynamic-collection,linear,0.257194202790976,7193,14.353175,5940,1.513685,9.0
99,11,linear-collection,poorest,0.248147699090508,527,16.780265,6057,1.846995,2.0
100,11,linear-collection,poorest,0.240419387592895,473,17.232415,7100,1.87443,2.0
101,11,linear-collection,poorest,0.240140555201104,429,17.220325,7136,1.884065,2.0
102,11,linear-collection,poorest,0.246798403528078,390,17.37928,7268,1.91067,2.0
103,11,linear-collection,poorest,0.242908157979627,402,17.404455,7606,1.93093,2.0
104,11,linear-collection,poorest,0.258929672466183,283,16.92383,7219,1.93813,2.0
105,11,linear-collection,poorest,0.236073449800379,256,17.73761,7393,1.947415,2.0
106,11,linear-collection,poorest,0.23066254630052,195,18.471795,8018,2.074055,2.0
107,11,linear-collection,poorest,0.252506024823632,194,17.55321,7381,2.015335,2.0
108,11,linear-collection,poorest,0.236169809253696,165,18.482185,7693,2.117095,2.0
109,11,linear-collection,poorest,0.223587371628074,117,18.995985,8225,2.11054,2.0
110,11,linear-collection,poorest,0.239508690068843,112,18.31618,7311,2.122265,2.0
111,11,linear-collection,poorest,0.250696802486567,49,18.241105,7540,2.114685,2.0
112,11,linear-collection,poorest,0.220098396402772,45,19.40312,7339,2.164275,2.0
113,11,linear-collection,poorest,0.227438672869721,26,19.219935,7555,2.214375,2.0
114,11,linear-collection,poorest,0.243789944153376,15,18.51187,7283,2.1406,2.0
115,11,linear-collection,poorest,0.22709155552872,0,19.473065,7183,2.272125,2.0
116,11,linear-collection,poorest,0.228808709572275,5,19.542755,7287,2.296655,2.0
117,11,linear-collection,poorest,0.214821613512409,3,20.1049,8731,2.311275,2.0
118,11,linear-collection,poorest,0.215218787226778,2,20.385505,8726,2.35723,2.0
119,11,linear-collection,poorest,0.221032445700764,7,20.003405,8076,2.3303,2.0
120,11,linear-collection,poorest,0.210194385082781,0,20.87786,7258,2.431955,2.0
121,11,linear-collection,poorest,0.211154641404088,0,20.88429,7404,2.441735,2.0
122,11,linear-collection,poorest,0.217463164297117,0,20.869505,8430,2.48221,2.0
123,11,linear-collection,poorest,0.213020883221795,0,21.22856,7920,2.535465,2.0
124,11,linear-collection,poorest,0.219465862573819,0,20.596515,8038,2.44612,2.0
125,11,linear-collection,poorest,0.216089340632662,0,21.31944,8460,2.56572,2.0
126,11,linear-collection,poorest,0.219883205972305,0,21.01648,7370,2.518505,2.0
127,11,linear-collection,poorest,0.214883833130051,0,21.638485,8765,2.6123,2.0
128,11,linear-collection,poorest,0.224271685239977,0,21.195705,8477,2.611705,2.0
129,11,linear-collection,poorest,0.2227746898865,0,21.324325,8029,2.619465,2.0
130,11,linear-collection,poorest,0.216009123825689,0,21.877,8203,2.67003,2.0
131,11,linear-collection,poorest,0.228171936494847,0,21.46357,9258,2.696405,2.0
132,11,linear-collection,poorest,0.221847343232266,0,21.92045,8666,2.72079,2.0
133,11,linear-collection,poorest,0.225734255045846,0,21.69057,8077,2.71326,2.0
134,11,linear-collection,poorest,0.221143729848671,0,22.28582,9938,2.787665,2.0
135,11,linear-collection,poorest,0.221747900870327,0,22.544715,8977,2.869375,2.0
136,11,linear-collection,poorest,0.215789743933983,0,22.75929,10042,2.87009,2.0
137,11,linear-collection,poorest,0.215071658274185,0,23.001895,9869,2.913495,2.0
138,11,linear-collection,poorest,0.216694250768157,0,23.06444,8250,2.931985,2.0
139,11,linear-collection,poorest,0.217277671445084,0,22.99347,8600,2.915455,2.0
140,11,linear-collection,poorest,0.211611044794562,0,23.599405,9082,3.00176,2.0
141,11,linear-collection,poorest,0.212548677039142,0,23.96086,8853,3.038965,2.0
142,11,linear-collection,poorest,0.218056385888963,0,23.656135,9770,3.05796,2.0
143,11,linear-collection,poorest,0.207379570688595,0,24.441965,9992,3.08426,2.0
144,11,linear-collection,poorest,0.216238028776886,0,23.84146,9496,3.09615,2.0
145,11,linear-collection,poorest,0.212894331719203,0,24.581135,9722,3.14239,2.0
146,11,linear-collection,poorest,0.221815399370233,0,23.94255,10027,3.145935,2.0
147,11,linear-collection,poorest,0.216539802557587,0,24.47619,10213,3.17659,2.0
148,11,linear-collection,poorest,0.209277932941028,0,25.212005,10693,3.243705,2.0
