[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,taxation,redistribution,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth
154,70,60,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0732639734430147,0,78.739575,31629
155,70,70,color-agents-by-decile,uniform-collection,UBI,400,0,0.0775989089243658,0,73.897125,29335
156,70,80,color-agents-by-decile,uniform-collection,UBI,400,0,0.0775989089243658,0,73.897125,29335
157,70,90,color-agents-by-decile,uniform-collection,UBI,400,0,0.0775989089243658,0,73.897125,29335
158,70,100,color-agents-by-decile,uniform-collection,UBI,400,0,0.0775989089243658,0,73.897125,29335
159,70,110,color-agents-by-decile,uniform-collection,UBI,400,0,0.0775989089243658,0,73.897125,29335
160,70,120,color-agents-by-decile,uniform-collection,UBI,400,0,0.0775989089243658,0,73.897125,29335
161,70,130,color-agents-by-decile,uniform-collection,UBI,400,0,0.0775989089243658,0,73.897125,29335
162,70,140,color-agents-by-decile,uniform-collection,UBI,400,0,0.0775989089243658,0,73.897125,29335
163,70,150,color-agents-by-decile,uniform-collection,UBI,400,0,0.0775989089243658,0,73.897125,29335
164,70,160,color-agents-by-decile,uniform-collection,UBI,400,0,0.0775989089243658,0,73.897125,29335
165,70,170,color-agents-by-decile,uniform-collection,UBI,400,0,0.0775989089243658,0,73.897125,29335
166,70,180,color-agents-by-decile,uniform-collection,UBI,400,0,0.0775989089243658,0,73.897125,29335
167,70,190,color-agents-by-decile,uniform-collection,UBI,400,0,0.0775989089243658,0,73.897125,29335
168,70,200,color-agents-by-decile,uniform-collection,UBI,400,0,0.0775989089243658,0,73.897125,29335
169,80,0,color-agents-by-decile,uniform-collection,UBI,400,1000,0.127115337143277,4,51.870225,20516
170,80,10,color-agents-by-decile,uniform-collection,UBI,400,1000,0.107233057317512,0,59.11335,23369
171,80,20,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0999296545304066,0,65.3592,24342
172,80,30,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0884054713944158,0,67.805025,27164
173,80,40,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0833195005437292,0,70.255375,28811
174,80,50,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0735142618549656,0,78.46665,30878
175,80,60,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0702261064777053,0,80.195975,33200
176,80,70,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0650939664035508,0,87.11955,34106
177,80,80,color-agents-by-decile,uniform-collection,UBI,400,0,0.0702261064777053,0,80.195975,33200
178,80,90,color-agents-by-decile,uniform-collection,UBI,400,0,0.0702261064777053,0,80.195975,33200
179,80,100,color-agents-by-decile,uniform-collection,UBI,400,0,0.0702261064777053,0,80.195975,33200
180,80,110,color-agents-by-decile,uniform-collection,UBI,400,0,0.0702261064777053,0,80.195975,33200
181,80,120,color-agents-by-decile,uniform-collection,UBI,400,0,0.0702261064777053,0,80.195975,33200
182,80,130,color-agents-by-decile,uniform-collection,UBI,400,0,0.0702261064777053,0,80.195975,33200
