[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,redistribution,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth
374,170,160,color-agents-by-decile,UBI,400,1000,0.0344159416712073,0,127.68895,52602
375,170,170,color-agents-by-decile,UBI,400,0,0.0337931160424518,0,125.5984,49735
376,170,180,color-agents-by-decile,UBI,400,0,0.0337931160424518,0,125.5984,49735
377,170,190,color-agents-by-decile,UBI,400,0,0.0337931160424518,0,125.5984,49735
378,170,200,color-agents-by-decile,UBI,400,0,0.0337931160424518,0,125.5984,49735
379,180,0,color-agents-by-decile,UBI,400,1000,0.0704180771996558,5,55.36255,22745
380,180,10,color-agents-by-decile,UBI,400,1000,0.0620508477068724,0,62.7131,25573
381,180,20,color-agents-by-decile,UBI,400,1000,0.0602019248005344,0,64.25565,26935
382,180,30,color-agents-by-decile,UBI,400,1000,0.0531867329393595,0,70.5794,27774
383,180,40,color-agents-by-decile,UBI,400,1000,0.0470642901796731,0,81.569525,32591
384,180,50,color-agents-by-decile,UBI,400,1000,0.0470755836476833,0,80.767275,32858
385,180,60,color-agents-by-decile,UBI,400,1000,0.0421194043840803,0,87.3692,36367
386,180,70,color-agents-by-decile,UBI,400,1000,0.0393089816961712,0,93.980975,37877
387,180,80,color-agents-by-decile,UBI,400,1000,0.0400301814251445,0,96.76305,39261
388,180,90,color-agents-by-decile,UBI,400,1000,0.0379384531730642,0,102.5425,41405
389,180,100,color-agents-by-decile,UBI,400,1000,0.0373824826286919,0,106.598175,41657
390,180,110,color-agents-by-decile,UBI,400,1000,0.0370077258345929,0,111.070725,43050
391,180,120,color-agents-by-decile,UBI,400,1000,0.0352934284972807,0,116.855725,46649
392,180,130,color-agents-by-decile,UBI,400,1000,0.0335590560986552,0,122.8685,49152
393,180,140,color-agents-by-decile,UBI,400,1000,0.0334122625250001,0,128.432825,51086
394,180,150,color-agents-by-decile,UBI,400,1000,0.0325961035601702,0,132.5459,54266
395,180,160,color-agents-by-decile,UBI,400,1000,0.0317914784269969,0,138.734425,55357
396,180,170,color-agents-by-decile,UBI,400,1000,0.0320824579720825,0,142.9452,56961
397,180,180,color-agents-by-decile,UBI,400,0,0.0317914784269969,0,138.734425,55357
398,180,190,color-agents-by-decile,UBI,400,0,0.0317914784269969,0,138.734425,55357
399,180,200,color-agents-by-decile,UBI,400,0,0.0317914784269969,0,138.734425,55357
400,190,0,color-agents-by-decile,UBI,400,1000,0.0734106744906697,2,59.184825,23424
401,190,10,color-agents-by-decile,UBI,400,1000,0.0573587824897711,0,71.433775,28106
402,190,20,color-agents-by-decile,UBI,400,1000,0.0550003382358987,0,72.794575,29216
403,190,30,color-agents-by-decile,UBI,400,1000,0.054177857939225,0,73.31765,30107
404,190,40,color-agents-by-decile,UBI,400,1000,0.0489696528048409,0,81.962325,32997
405,190,50,color-agents-by-decile,UBI,400,1000,0.046544020691332,0,82.5832,33096
406,190,60,color-agents-by-decile,UBI,400,1000,0.0431891263145857,0,91.741475,35939
407,190,70,color-agents-by-decile,UBI,400,1000,0.0431177737700604,0,92.807125,36887
408,190,80,color-agents-by-decile,UBI,400,1000,0.0385299603232759,0,102.8803,40335
409,190,90,color-agents-by-decile,UBI,400,1000,0.0384351687163766,0,105.706375,41524
410,190,100,color-agents-by-decile,UBI,400,1000,0.03581525627041,0,114.627975,45480
411,190,110,color-agents-by-decile,UBI,400,1000,0.0356241115715096,0,117.4408,47120
412,190,120,color-agents-by-decile,UBI,400,1000,0.0358256209940308,0,118.837275,48060
413,190,130,color-agents-by-decile,UBI,400,1000,0.0338038965601092,0,125.861525,50423
414,190,140,color-agents-by-decile,UBI,400,1000,0.0331026427523377,0,132.932825,53386
415,190,150,color-agents-by-decile,UBI,400,1000,0.0331327666852484,0,135.6857,53846
416,190,160,color-agents-by-decile,UBI,400,1000,0.0312745341746216,0,143.10075,57321
417,190,170,color-agents-by-decile,UBI,400,1000,0.0318148463282036,0,147.46305,59147
418,190,180,color-agents-by-decile,UBI,400,1000,0.0311282705574909,0,153.305175,61522
419,190,190,color-agents-by-decile,UBI,400,0,0.0312745341746216,0,143.10075,57321
420,190,200,color-agents-by-decile,UBI,400,0,0.0312745341746216,0,143.10075,57321
421,200,0,color-agents-by-decile,UBI,400,1000,0.0653802067609837,3,69.75655,27040
422,200,10,color-agents-by-decile,UBI,400,1000,0.0589390058192712,0,74.88445,29569
423,200,20,color-agents-by-decile,UBI,400,1000,0.0570883010088761,0,75.003875,29622
424,200,30,color-agents-by-decile,UBI,400,1000,0.0535498548489144,0,79.0815,31931
425,200,40,color-agents-by-decile,UBI,400,1000,0.047172254287132,0,89.831475,35326
426,200,50,color-agents-by-decile,UBI,400,1000,0.0456153320778549,0,90.66115,37121
427,200,60,color-agents-by-decile,UBI,400,1000,0.0432999528712186,0,95.691875,37879
428,200,70,color-agents-by-decile,UBI,400,1000,0.0416232719837986,0,100.833725,41782
429,200,80,color-agents-by-decile,UBI,400,1000,0.0384680448658312,0,107.82435,42081
430,200,90,color-agents-by-decile,UBI,400,1000,0.0359492035503107,0,113.04675,45914
431,200,100,color-agents-by-decile,UBI,400,1000,0.0370078249753698,0,114.923925,46955
432,200,110,color-agents-by-decile,UBI,400,1000,0.0344045661861638,0,125.0697,50681
433,200,120,color-agents-by-decile,UBI,400,1000,0.034826208622592,0,124.82385,48938
434,200,130,color-agents-by-decile,UBI,400,1000,0.0331794152139412,0,131.95795,52152
435,200,140,color-agents-by-decile,UBI,400,1000,0.0332551904464599,0,135.721275,54954
436,200,150,color-agents-by-decile,UBI,400,1000,0.032165421722311,0,142.667425,57664
437,200,160,color-agents-by-decile,UBI,400,1000,0.0319894411902687,0,146.67655,60342
438,200,170,color-agents-by-decile,UBI,400,1000,0.0320358069697823,0,151.253075,60383
439,200,180,color-agents-by-decile,UBI,400,1000,0.0314780738550952,0,156.087525,62546
440,200,190,color-agents-by-decile,UBI,400,1000,0.0316354347960719,0,162.174225,62988
441,200,200,color-agents-by-decile,UBI,400,0,0.0314780738550952,0,156.087525,62546
