[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,redistribution,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth
309,140,140,color-agents-by-decile,poorest,400,0,0.189841442711273,0,29.6839,10959
310,140,150,color-agents-by-decile,poorest,400,0,0.189841442711273,0,29.6839,10959
311,140,160,color-agents-by-decile,poorest,400,0,0.189841442711273,0,29.6839,10959
312,140,170,color-agents-by-decile,poorest,400,0,0.189841442711273,0,29.6839,10959
313,140,180,color-agents-by-decile,poorest,400,0,0.189841442711273,0,29.6839,10959
314,140,190,color-agents-by-decile,poorest,400,0,0.189841442711273,0,29.6839,10959
315,140,200,color-agents-by-decile,poorest,400,0,0.189841442711273,0,29.6839,10959
316,150,0,color-agents-by-decile,poorest,400,1000,0.228306352710266,58,16.7827,7026
317,150,10,color-agents-by-decile,poorest,400,1000,0.216532591659713,0,17.849525,8482
318,150,20,color-agents-by-decile,poorest,400,1000,0.22084312835046,0,18.360275,9294
319,150,30,color-agents-by-decile,poorest,400,1000,0.212447275256732,0,19.837125,9003
320,150,40,color-agents-by-decile,poorest,400,1000,0.212500444880925,0,21.03785,11059
321,150,50,color-agents-by-decile,poorest,400,1000,0.209574958645461,0,21.90975,10012
322,150,60,color-agents-by-decile,poorest,400,1000,0.209374575262469,0,23.107075,9269
323,150,70,color-agents-by-decile,poorest,400,1000,0.20607023083229,0,23.7146,9911
324,150,80,color-agents-by-decile,poorest,400,1000,0.204073089353686,0,25.204575,10541
325,150,90,color-agents-by-decile,poorest,400,1000,0.197091700463183,0,26.89515,8947
326,150,100,color-agents-by-decile,poorest,400,1000,0.196875626547145,0,28.355775,9626
327,150,110,color-agents-by-decile,poorest,400,1000,0.189194444532395,0,29.0372,9237
328,150,120,color-agents-by-decile,poorest,400,1000,0.189850419416655,0,30.462825,10290
329,150,130,color-agents-by-decile,poorest,400,1000,0.186603047902598,0,32.457025,11033
330,150,140,color-agents-by-decile,poorest,400,1000,0.186389052230091,0,33.910625,9703
331,150,150,color-agents-by-decile,poorest,400,0,0.186603047902598,0,32.457025,11033
332,150,160,color-agents-by-decile,poorest,400,0,0.186603047902598,0,32.457025,11033
333,150,170,color-agents-by-decile,poorest,400,0,0.186603047902598,0,32.457025,11033
334,150,180,color-agents-by-decile,poorest,400,0,0.186603047902598,0,32.457025,11033
335,150,190,color-agents-by-decile,poorest,400,0,0.186603047902598,0,32.457025,11033
336,150,200,color-agents-by-decile,poorest,400,0,0.186603047902598,0,32.457025,11033
