[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,redistribution,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth
337,160,0,color-agents-by-decile,poorest,400,1000,0.217619581573681,66,19.1924,8269
338,160,10,color-agents-by-decile,poorest,400,1000,0.217632983461294,0,18.374,8125
339,160,20,color-agents-by-decile,poorest,400,1000,0.219186427050127,0,20.26825,10281
340,160,30,color-agents-by-decile,poorest,400,1000,0.218583855471191,0,20.27505,8765
341,160,40,color-agents-by-decile,poorest,400,1000,0.214515901794365,0,22.09265,11087
342,160,50,color-agents-by-decile,poorest,400,1000,0.211256292721456,0,22.85265,9501
343,160,60,color-agents-by-decile,poorest,400,1000,0.200576977674742,0,24.666575,10044
344,160,70,color-agents-by-decile,poorest,400,1000,0.199620757805638,0,25.307525,10264
345,160,80,color-agents-by-decile,poorest,400,1000,0.200293795240151,0,26.8589,11390
346,160,90,color-agents-by-decile,poorest,400,1000,0.197328576657952,0,28.000375,9618
347,160,100,color-agents-by-decile,poorest,400,1000,0.193155634768241,0,28.596375,9437
348,160,110,color-agents-by-decile,poorest,400,1000,0.188345863394722,0,30.87775,11612
349,160,120,color-agents-by-decile,poorest,400,1000,0.18979188022864,0,31.32845,11229
350,160,130,color-agents-by-decile,poorest,400,1000,0.186076769010031,0,32.94915,11287
351,160,140,color-agents-by-decile,poorest,400,1000,0.189569567017952,0,33.983125,10756
352,160,150,color-agents-by-decile,poorest,400,1000,0.185073943120984,0,36.179875,11822
353,160,160,color-agents-by-decile,poorest,400,0,0.189569567017952,0,33.983125,10756
354,160,170,color-agents-by-decile,poorest,400,0,0.189569567017952,0,33.983125,10756
355,160,180,color-agents-by-decile,poorest,400,0,0.189569567017952,0,33.983125,10756
356,160,190,color-agents-by-decile,poorest,400,0,0.189569567017952,0,33.983125,10756
357,160,200,color-agents-by-decile,poorest,400,0,0.189569567017952,0,33.983125,10756
358,170,0,color-agents-by-decile,poorest,400,1000,0.219079362975492,62,19.684225,10621
359,170,10,color-agents-by-decile,poorest,400,1000,0.213952795713374,0,20.10325,9761
360,170,20,color-agents-by-decile,poorest,400,1000,0.214055218635084,0,20.7739,8363
361,170,30,color-agents-by-decile,poorest,400,1000,0.207038550888464,0,22.116325,9466
362,170,40,color-agents-by-decile,poorest,400,1000,0.210698773422263,0,23.342475,11219
363,170,50,color-agents-by-decile,poorest,400,1000,0.207528862493087,0,24.32295,11812
364,170,60,color-agents-by-decile,poorest,400,1000,0.205034570798958,0,25.2678,12393
365,170,70,color-agents-by-decile,poorest,400,1000,0.207920210698788,0,25.645025,11130
366,170,80,color-agents-by-decile,poorest,400,1000,0.200512372277063,0,27.283875,12863
367,170,90,color-agents-by-decile,poorest,400,1000,0.198376615465163,0,28.44695,13268
368,170,100,color-agents-by-decile,poorest,400,1000,0.197603056939568,0,30.0484,8916
369,170,110,color-agents-by-decile,poorest,400,1000,0.192472229387472,0,31.23395,10166
370,170,120,color-agents-by-decile,poorest,400,1000,0.189259576784707,0,32.981675,10646
371,170,130,color-agents-by-decile,poorest,400,1000,0.189220469678917,0,34.394475,11601
372,170,140,color-agents-by-decile,poorest,400,1000,0.184835037215791,0,36.10245,9692
373,170,150,color-agents-by-decile,poorest,400,1000,0.18350350560524,0,37.181475,12415
374,170,160,color-agents-by-decile,poorest,400,1000,0.185115502816231,0,37.7715,11181
375,170,170,color-agents-by-decile,poorest,400,0,0.184835037215791,0,36.10245,9692
376,170,180,color-agents-by-decile,poorest,400,0,0.184835037215791,0,36.10245,9692
377,170,190,color-agents-by-decile,poorest,400,0,0.184835037215791,0,36.10245,9692
378,170,200,color-agents-by-decile,poorest,400,0,0.184835037215791,0,36.10245,9692
379,180,0,color-agents-by-decile,poorest,400,1000,0.215782210582355,49,20.031725,8138
380,180,10,color-agents-by-decile,poorest,400,1000,0.219628622236903,0,21.208025,9113
381,180,20,color-agents-by-decile,poorest,400,1000,0.218667093686525,0,21.314175,8419
382,180,30,color-agents-by-decile,poorest,400,1000,0.210665223363203,0,23.8013,11081
383,180,40,color-agents-by-decile,poorest,400,1000,0.21031257076712,0,23.30955,11376
384,180,50,color-agents-by-decile,poorest,400,1000,0.209870239919286,0,24.79635,9849
385,180,60,color-agents-by-decile,poorest,400,1000,0.205234032218772,0,26.15985,11771
386,180,70,color-agents-by-decile,poorest,400,1000,0.206462129394403,0,26.22455,11606
387,180,80,color-agents-by-decile,poorest,400,1000,0.204934035832362,0,27.416075,13283
388,180,90,color-agents-by-decile,poorest,400,1000,0.19542046243044,0,30.748575,15176
389,180,100,color-agents-by-decile,poorest,400,1000,0.193182379526842,0,31.469475,13549
390,180,110,color-agents-by-decile,poorest,400,1000,0.189196018294056,0,32.972725,10294
391,180,120,color-agents-by-decile,poorest,400,1000,0.195177657527816,0,33.1732,13290
392,180,130,color-agents-by-decile,poorest,400,1000,0.184797384665687,0,35.35115,12866
393,180,140,color-agents-by-decile,poorest,400,1000,0.187578593035766,0,36.066225,13291
394,180,150,color-agents-by-decile,poorest,400,1000,0.185050464674815,0,37.84515,12138
395,180,160,color-agents-by-decile,poorest,400,1000,0.18794514582016,0,37.788825,14497
396,180,170,color-agents-by-decile,poorest,400,1000,0.18043131507656,0,40.359575,14760
397,180,180,color-agents-by-decile,poorest,400,0,0.18794514582016,0,37.788825,14497
398,180,190,color-agents-by-decile,poorest,400,0,0.18794514582016,0,37.788825,14497
399,180,200,color-agents-by-decile,poorest,400,0,0.18794514582016,0,37.788825,14497
400,190,0,color-agents-by-decile,poorest,400,1000,0.225812804604059,40,20.4271,8608
401,190,10,color-agents-by-decile,poorest,400,1000,0.218903765448552,0,22.18175,10328
402,190,20,color-agents-by-decile,poorest,400,1000,0.216057012555037,0,22.121025,9435
403,190,30,color-agents-by-decile,poorest,400,1000,0.205629335673208,0,24.262725,10614
404,190,40,color-agents-by-decile,poorest,400,1000,0.208524037135067,0,24.736625,10800
405,190,50,color-agents-by-decile,poorest,400,1000,0.205082405811435,0,26.8624,12188
406,190,60,color-agents-by-decile,poorest,400,1000,0.206735125917269,0,27.249525,11763
407,190,70,color-agents-by-decile,poorest,400,1000,0.194706354099756,0,29.415875,13678
408,190,80,color-agents-by-decile,poorest,400,1000,0.203803039298085,0,28.36705,12111
409,190,90,color-agents-by-decile,poorest,400,1000,0.199107247726734,0,30.570975,12588
410,190,100,color-agents-by-decile,poorest,400,1000,0.193524186596735,0,32.058475,15339
411,190,110,color-agents-by-decile,poorest,400,1000,0.193603005939354,0,32.765075,12196
412,190,120,color-agents-by-decile,poorest,400,1000,0.1873333694482,0,35.655725,12662
413,190,130,color-agents-by-decile,poorest,400,1000,0.185068810122831,0,36.05575,12334
414,190,140,color-agents-by-decile,poorest,400,1000,0.188737024057323,0,36.508725,12459
415,190,150,color-agents-by-decile,poorest,400,1000,0.18158605649109,0,38.9545,13883
416,190,160,color-agents-by-decile,poorest,400,1000,0.1810981908572,0,39.805725,13576
417,190,170,color-agents-by-decile,poorest,400,1000,0.180105488888161,0,41.301725,13117
418,190,180,color-agents-by-decile,poorest,400,1000,0.1818254543794,0,41.45825,13155
419,190,190,color-agents-by-decile,poorest,400,0,0.180105488888161,0,41.301725,13117
420,190,200,color-agents-by-decile,poorest,400,0,0.180105488888161,0,41.301725,13117
421,200,0,color-agents-by-decile,poorest,400,1000,0.224232784073646,40,21.766225,10731
422,200,10,color-agents-by-decile,poorest,400,1000,0.213286778471836,0,23.488025,9995
423,200,20,color-agents-by-decile,poorest,400,1000,0.205549699605384,0,24.895425,11550
424,200,30,color-agents-by-decile,poorest,400,1000,0.205753476311625,0,25.57005,11713
425,200,40,color-agents-by-decile,poorest,400,1000,0.211076708131704,0,25.764325,11128
426,200,50,color-agents-by-decile,poorest,400,1000,0.201882308409606,0,28.022875,14296
427,200,60,color-agents-by-decile,poorest,400,1000,0.201461539934686,0,28.632175,14491
428,200,70,color-agents-by-decile,poorest,400,1000,0.200278718197871,0,29.502125,12400
429,200,80,color-agents-by-decile,poorest,400,1000,0.197882341556492,0,30.407475,15155
430,200,90,color-agents-by-decile,poorest,400,1000,0.193529986202342,0,31.86555,14251
431,200,100,color-agents-by-decile,poorest,400,1000,0.192995320636683,0,33.660075,13933
432,200,110,color-agents-by-decile,poorest,400,1000,0.193543061891962,0,35.1123,13171
433,200,120,color-agents-by-decile,poorest,400,1000,0.190028392068285,0,35.92325,11536
434,200,130,color-agents-by-decile,poorest,400,1000,0.188450094729441,0,36.6322,12892
435,200,140,color-agents-by-decile,poorest,400,1000,0.182125087567129,0,38.90635,14373
436,200,150,color-agents-by-decile,poorest,400,1000,0.18693536957032,0,40.0995,15383
437,200,160,color-agents-by-decile,poorest,400,1000,0.182806270183102,0,41.189525,12766
438,200,170,color-agents-by-decile,poorest,400,1000,0.177207490105579,0,42.995375,15725
439,200,180,color-agents-by-decile,poorest,400,1000,0.177867764573743,0,45.26105,15616
440,200,190,color-agents-by-decile,poorest,400,1000,0.178924854140528,0,45.549575,14753
441,200,200,color-agents-by-decile,poorest,400,0,0.177867764573743,0,45.26105,15616
