[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,taxation,redistribution,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth
26,10,40,color-agents-by-decile,linear-collection,poorest,400,0,0,0,0,0
27,10,50,color-agents-by-decile,linear-collection,poorest,400,0,0,0,0,0
28,10,60,color-agents-by-decile,linear-collection,poorest,400,0,0,0,0,0
29,10,70,color-agents-by-decile,linear-collection,poorest,400,0,0,0,0,0
30,10,80,color-agents-by-decile,linear-collection,poorest,400,0,0,0,0,0
31,10,90,color-agents-by-decile,linear-collection,poorest,400,0,0,0,0,0
32,10,100,color-agents-by-decile,linear-collection,poorest,400,0,0,0,0,0
33,10,110,color-agents-by-decile,linear-collection,poorest,400,0,0,0,0,0
34,10,120,color-agents-by-decile,linear-collection,poorest,400,0,0,0,0,0
35,10,130,color-agents-by-decile,linear-collection,poorest,400,0,0,0,0,0
36,10,140,color-agents-by-decile,linear-collection,poorest,400,0,0,0,0,0
37,10,150,color-agents-by-decile,linear-collection,poorest,400,0,0,0,0,0
38,10,160,color-agents-by-decile,linear-collection,poorest,400,0,0,0,0,0
39,10,170,color-agents-by-decile,linear-collection,poorest,400,0,0,0,0,0
40,10,180,color-agents-by-decile,linear-collection,poorest,400,0,0,0,0,0
