[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,taxation,redistribution,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth
254,120,10,color-agents-by-decile,linear-collection,linear,400,1000,0.0804404166342872,0,78.9242,31075
255,120,20,color-agents-by-decile,linear-collection,linear,400,1000,0.0798444795340227,0,82.653825,32670
256,120,30,color-agents-by-decile,linear-collection,linear,400,1000,0.0797006912641135,0,87.410575,34545
257,120,40,color-agents-by-decile,linear-collection,linear,400,1000,0.079565400062717,0,89.9744,35507
258,120,50,color-agents-by-decile,linear-collection,linear,400,1000,0.0798724274333187,0,96.927825,39567
259,120,60,color-agents-by-decile,linear-collection,linear,400,1000,0.0796282534419968,0,101.6656,40709
260,120,70,color-agents-by-decile,linear-collection,linear,400,1000,0.0794667591898813,0,105.873875,42338
261,120,80,color-agents-by-decile,linear-collection,linear,400,1000,0.0804308831219569,0,113.71935,45620
262,120,90,color-agents-by-decile,linear-collection,linear,400,1000,0.0802427416320319,0,118.267775,47467
263,120,100,color-agents-by-decile,linear-collection,linear,400,1000,0.0805418430178318,0,123.932725,49796
264,120,110,color-agents-by-decile,linear-collection,linear,400,1000,0.0800323816954,0,126.9262,50643
265,120,120,color-agents-by-decile,linear-collection,linear,400,0,0.0805418430178318,0,123.932725,49796
266,120,130,color-agents-by-decile,linear-collection,linear,400,0,0.0805418430178318,0,123.932725,49796
267,120,140,color-agents-by-decile,linear-collection,linear,400,0,0.0805418430178318,0,123.932725,49796
268,120,150,color-agents-by-decile,linear-collection,linear,400,0,0.0805418430178318,0,123.932725,49796
269,120,160,color-agents-by-decile,linear-collection,linear,400,0,0.0805418430178318,0,123.932725,49796
270,120,170,color-agents-by-decile,linear-collection,linear,400,0,0.0805418430178318,0,123.932725,49796
271,120,180,color-agents-by-decile,linear-collection,linear,400,0,0.0805418430178318,0,123.932725,49796
272,120,190,color-agents-by-decile,linear-collection,linear,400,0,0.0805418430178318,0,123.932725,49796
273,120,200,color-agents-by-decile,linear-collection,linear,400,0,0.0805418430178318,0,123.932725,49796
274,130,0,color-agents-by-decile,linear-collection,linear,400,1000,0.0811300344786613,35,80.134425,32678
275,130,10,color-agents-by-decile,linear-collection,linear,400,1000,0.0807535566920969,0,83.6536,33922
276,130,20,color-agents-by-decile,linear-collection,linear,400,1000,0.0805693071855992,0,87.3469,34569
277,130,30,color-agents-by-decile,linear-collection,linear,400,1000,0.0808024891327831,0,93.285975,36988
278,130,40,color-agents-by-decile,linear-collection,linear,400,1000,0.0806273221545647,0,96.877725,39845
279,130,50,color-agents-by-decile,linear-collection,linear,400,1000,0.0808463868232756,0,102.9551,41558
280,130,60,color-agents-by-decile,linear-collection,linear,400,1000,0.0801428912419584,0,106.98545,42532
281,130,70,color-agents-by-decile,linear-collection,linear,400,1000,0.0803725313961859,0,112.2331,45779
282,130,80,color-agents-by-decile,linear-collection,linear,400,1000,0.0807879957011918,0,119.446225,47769
283,130,90,color-agents-by-decile,linear-collection,linear,400,1000,0.0806558603207335,0,124.255975,50712
284,130,100,color-agents-by-decile,linear-collection,linear,400,1000,0.080119643180124,0,126.7642,50149
285,130,110,color-agents-by-decile,linear-collection,linear,400,1000,0.0811070995303562,0,132.624025,52757
286,130,120,color-agents-by-decile,linear-collection,linear,400,1000,0.0804356040051526,0,135.4469,53669
287,130,130,color-agents-by-decile,linear-collection,linear,400,0,0.0811070995303562,0,132.624025,52757
288,130,140,color-agents-by-decile,linear-collection,linear,400,0,0.0811070995303562,0,132.624025,52757
